pgID	interpChr	interpOrd	og	repGene	genome	chr	start	end	hap1	salicifolius	hap2
34267	A2	25799	11622	NChap1_final_00025799	hap1	A2	161118011	161123169	NChap1_final_00025799	R_salicifolius_00013183	NChap2_final_00012257
34274	A2	25804	11620	NChap1_final_00025804	hap1	A2	161502159	161504698	NChap1_final_00025804	R_salicifolius_00006004	NChap2_final_00012251
34302	A2	25825	11636	NChap1_final_00025825	hap1	A2	162317986	162323874	NChap1_final_00025825	R_salicifolius_00005996	NChap2_final_00012242
34303	A2	25826	11637	NChap1_final_00025826	hap1	A2	162354006	162357076	NChap1_final_00025826	R_salicifolius_00005995	NChap2_final_00012241
34304	A2	25827	11638	NChap1_final_00025827	hap1	A2	162360583	162364146	NChap1_final_00025827	R_salicifolius_00005994	NChap2_final_00012240
34307	A2	25829	11626	NChap1_final_00025829	hap1	A2	162405596	162411937	NChap1_final_00025829	R_salicifolius_00005993	NChap2_final_00012236
34309	A2	25831	11630	NChap1_final_00025831	hap1	A2	162495794	162512772	NChap1_final_00025831	R_salicifolius_00005991	NChap2_final_00012234
34310	A2	25832	11631	NChap1_final_00025832	hap1	A2	162508498	162512760	NChap1_final_00025832	R_salicifolius_00005990	NChap2_final_00012233
34314	A2	25835	11700	NChap1_final_00025835	hap1	A2	162654300	162657590	NChap1_final_00025835	R_salicifolius_00005988	NChap2_final_00012231
34320	A2	25840	17581	NChap1_final_00025840	hap1	A2	162725649	162734206	NChap1_final_00025840	R_salicifolius_00005985	
34323	A2	25844	11642	NChap1_final_00025844	hap1	A2	162803752	162805644	NChap1_final_00025844	R_salicifolius_00005984	NChap2_final_00012226
34326	A2	25847	11644	NChap1_final_00025847	hap1	A2	162824477	162826398	NChap1_final_00025847	R_salicifolius_00005982	NChap2_final_00012224
34336	A2	25854	11648	NChap1_final_00025854	hap1	A2	163097713	163102447	NChap1_final_00025854	R_salicifolius_00005370	NChap2_final_00012218
34338	A2	25856	11649	NChap1_final_00025856	hap1	A2	163161443	163163759	NChap1_final_00025856	R_salicifolius_00005369	NChap2_final_00012216
34339	A2	25857	11650	NChap1_final_00025857	hap1	A2	163164862	163171747	NChap1_final_00025857	R_salicifolius_00005368	NChap2_final_00012215
34341	A2	25858	11664	NChap1_final_00025858	hap1	A2	163187512	163191665	NChap1_final_00025858	R_salicifolius_00005366	NChap2_final_00012214
34342	A2	25859	11665	NChap1_final_00025859	hap1	A2	163192431	163200924	NChap1_final_00025859	R_salicifolius_00005364	NChap2_final_00012213
34344	A2	25861	11661	NChap1_final_00025861	hap1	A2	163227504	163231244	NChap1_final_00025861	R_salicifolius_00005363	NChap2_final_00012212
34346	A2	25862	17573	NChap1_final_00025862	hap1	A2	163244595	163250782	NChap1_final_00025862	R_salicifolius_00005361	
34347	A2	25863	11662	NChap1_final_00025863	hap1	A2	163251414	163254523	NChap1_final_00025863	R_salicifolius_00005360	NChap2_final_00012211
34349	A2	25864	11663	NChap1_final_00025864	hap1	A2	163255290	163258197	NChap1_final_00025864	R_salicifolius_00005359	NChap2_final_00012209
34361	A2	25875	11724	NChap1_final_00025875	hap1	A2	163550117	163563075	NChap1_final_00025875	R_salicifolius_00005355	NChap2_final_00012202
34362	A2	25875.25	11723	NChap1_final_00025874	hap1	A2	163542046	163544518	NChap1_final_00025874	R_salicifolius_00005354	NChap2_final_00012204
34364	A2	25876	17586	NChap1_final_00025876	hap1	A2	163564924	163569612	NChap1_final_00025876	R_salicifolius_00005351	
34365	A2	25877	11725	NChap1_final_00025877	hap1	A2	163572415	163575730	NChap1_final_00025877	R_salicifolius_00005350	NChap2_final_00012201
34367	A2	25878	11633	NChap1_final_00025878	hap1	A2	163624247	163625917	NChap1_final_00025878	R_salicifolius_00005349	NChap2_final_00012199
34371	A2	25879	11639	NChap1_final_00025879	hap1	A2	163719734	163720987	NChap1_final_00025879	R_salicifolius_00005344	NChap2_final_00012196
34372	A2	25880	11641	NChap1_final_00025880	hap1	A2	163721749	163723084	NChap1_final_00025880	R_salicifolius_00005343	NChap2_final_00012195
34373	A2	25881	11654	NChap1_final_00025881	hap1	A2	163786538	163789639	NChap1_final_00025881	R_salicifolius_00005342	NChap2_final_00012194
34374	A2	25882	11655	NChap1_final_00025882	hap1	A2	163789861	163793632	NChap1_final_00025882	R_salicifolius_00005341	NChap2_final_00012193
34376	A2	25884	17572	NChap1_final_00025884	hap1	A2	163863894	163864476	NChap1_final_00025884	R_salicifolius_00005340	
34377	A2	25885	11656	NChap1_final_00025885	hap1	A2	163865440	163866949	NChap1_final_00025885	R_salicifolius_00005339	NChap2_final_00012192
34380	A2	25886	11645	NChap1_final_00025886	hap1	A2	163992041	163992912	NChap1_final_00025886	R_salicifolius_00005338	NChap2_final_00012189
34389	A2	25896	11651	NChap1_final_00025896	hap1	A2	164223261	164224285	NChap1_final_00025896	R_salicifolius_00005414	NChap2_final_00012184
34390	A2	25897	11652	NChap1_final_00025897	hap1	A2	164249890	164252516	NChap1_final_00025897	R_salicifolius_00005413	NChap2_final_00012183
34391	A2	25898	11653	NChap1_final_00025898	hap1	A2	164325489	164328740	NChap1_final_00025898	R_salicifolius_00005412	NChap2_final_00012182
34403	A2	25910	11672	NChap1_final_00025910	hap1	A2	164705383	164710477	NChap1_final_00025910	R_salicifolius_00005411	NChap2_final_00012175
34404	A2	25911	11673	NChap1_final_00025911	hap1	A2	164731239	164733209	NChap1_final_00025911	R_salicifolius_00005410	NChap2_final_00012174
34405	A2	25912	11674	NChap1_final_00025912	hap1	A2	164763937	164765850	NChap1_final_00025912	R_salicifolius_00005409	NChap2_final_00012173
34442	A2	25940	11671	NChap1_final_00025940	hap1	A2	165398517	165402025	NChap1_final_00025940	R_salicifolius_00005401	NChap2_final_00012155
34453	A2	25947	11677	NChap1_final_00025947	hap1	A2	165855875	165857565	NChap1_final_00025947	R_salicifolius_00005816	NChap2_final_00012145
34458	A2	25952	11684	NChap1_final_00025952	hap1	A2	166026711	166029752	NChap1_final_00025952	R_salicifolius_00005818	NChap2_final_00012142
34466	A2	25958	11686	NChap1_final_00025958	hap1	A2	166481458	166482957	NChap1_final_00025958	R_salicifolius_00005820	NChap2_final_00012135
34472	A2	25962	11696	NChap1_final_00025962	hap1	A2	166683641	166685734	NChap1_final_00025962	R_salicifolius_00005824	NChap2_final_00012132
34480	A2	25967	11698	NChap1_final_00025967	hap1	A2	166769460	166771100	NChap1_final_00025967	R_salicifolius_00005830	NChap2_final_00012129
34488	A2	25972	11687	NChap1_final_00025972	hap1	A2	166990331	166991756	NChap1_final_00025972	R_salicifolius_00005831	NChap2_final_00012122
34512	A2	25991	11718	NChap1_final_00025991	hap1	A2	167861635	167863242	NChap1_final_00025991	R_salicifolius_00005836	NChap2_final_00012107
34513	A2	25992	11715	NChap1_final_00025992	hap1	A2	167870358	167879626	NChap1_final_00025992	R_salicifolius_00005835	NChap2_final_00012106
34521	A2	25999	11751	NChap1_final_00025999	hap1	A2	168797784	168800842	NChap1_final_00025999	R_salicifolius_00005838	NChap2_final_00012098
34522	A2	26000	11752	NChap1_final_00026000	hap1	A2	168812111	168814877	NChap1_final_00026000	R_salicifolius_00005839	NChap2_final_00012097
34528	A2	26004	11709	NChap1_final_00026004	hap1	A2	168928032	168932238	NChap1_final_00026004	R_salicifolius_00005841	NChap2_final_00012094
34538	A2	26014	17584	NChap1_final_00026014	hap1	A2	169567879	169570148	NChap1_final_00026014	R_salicifolius_00005843	
34540	A2	26015	11712	NChap1_final_00026015	hap1	A2	169570483	169573588	NChap1_final_00026015	R_salicifolius_00005845	NChap2_final_00012087
34560	A2	26025	11711	NChap1_final_00026025	hap1	A2	170275467	170276898	NChap1_final_00026025	R_salicifolius_00005855	NChap2_final_00012079
34561	A2	26026	17583	NChap1_final_00026026	hap1	A2	170295404	170296749	NChap1_final_00026026	R_salicifolius_00005853	
34566	A2	26030	11713	NChap1_final_00026030	hap1	A2	170634734	170668048	NChap1_final_00026030	R_salicifolius_00005851	NChap2_final_00012072
34584	A2	26045	11721	NChap1_final_00026045	hap1	A2	172403820	172406750	NChap1_final_00026045	R_salicifolius_00005857	NChap2_final_00012064
34585	A2	26046	11733	NChap1_final_00026046	hap1	A2	172640460	172642567	NChap1_final_00026046	R_salicifolius_00005858	NChap2_final_00012062
34587	A2	26048	11734	NChap1_final_00026048	hap1	A2	172645284	172648843	NChap1_final_00026048	R_salicifolius_00005859	NChap2_final_00012061
34589	A2	26049	11735	NChap1_final_00026049	hap1	A2	172678357	172682411	NChap1_final_00026049	R_salicifolius_00005860	NChap2_final_00012059
34592	A2	26050	11737	NChap1_final_00026050	hap1	A2	172767665	172774666	NChap1_final_00026050	R_salicifolius_00005863	NChap2_final_00012057
34593	A2	26051	11738	NChap1_final_00026051	hap1	A2	172772729	172775251	NChap1_final_00026051	R_salicifolius_00005864	NChap2_final_00012056
34595	A2	26053	11730	NChap1_final_00026053	hap1	A2	172938159	172940980	NChap1_final_00026053	R_salicifolius_00005865	NChap2_final_00012053
34597	A2	26055	11732	NChap1_final_00026055	hap1	A2	172947516	172950204	NChap1_final_00026055	R_salicifolius_00005867	NChap2_final_00012051
34609	A2	26063	11764	NChap1_final_00026063	hap1	A2	173518672	173520391	NChap1_final_00026063	R_salicifolius_00005868	NChap2_final_00012040
34610	A2	26064	11765	NChap1_final_00026064	hap1	A2	173523618	173527681	NChap1_final_00026064	R_salicifolius_00005869	NChap2_final_00012039
34611	A2	26065	11767	NChap1_final_00026065	hap1	A2	173527557	173530821	NChap1_final_00026065	R_salicifolius_00005870	NChap2_final_00012038
34612	A2	26066	11766	NChap1_final_00026066	hap1	A2	173530889	173537424	NChap1_final_00026066	R_salicifolius_00005871	NChap2_final_00012037
34613	A2	26067	11768	NChap1_final_00026067	hap1	A2	173537555	173539824	NChap1_final_00026067	R_salicifolius_00005872	NChap2_final_00012036
34615	A2	26068	11743	NChap1_final_00026068	hap1	A2	173601824	173605214	NChap1_final_00026068	R_salicifolius_00005873	NChap2_final_00012034
34627	A2	26079	11740	NChap1_final_00026079	hap1	A2	174001789	174005621	NChap1_final_00026079	R_salicifolius_00005876	NChap2_final_00012026
34633	A2	26084	11755	NChap1_final_00026084	hap1	A2	174601008	174602086	NChap1_final_00026084	R_salicifolius_00005877	NChap2_final_00012021
34638	A2	26088	11757	NChap1_final_00026088	hap1	A2	174620330	174622949	NChap1_final_00026088	R_salicifolius_00005879	NChap2_final_00012019
34640	A2	26090	11744	NChap1_final_00026090	hap1	A2	174775316	174782445	NChap1_final_00026090	R_salicifolius_00005881	NChap2_final_00012017
34641	A2	26091	11742	NChap1_final_00026091	hap1	A2	174869954	174871334	NChap1_final_00026091	R_salicifolius_00005882	NChap2_final_00012016
34657	A2	26102	11759	NChap1_final_00026102	hap1	A2	175542632	175547165	NChap1_final_00026102	R_salicifolius_00005886	NChap2_final_00012005
34658	A2	26103	11760	NChap1_final_00026103	hap1	A2	175545045	175550757	NChap1_final_00026103	R_salicifolius_00005887	NChap2_final_00012004
34667	A2	26109	11773	NChap1_final_00026109	hap1	A2	175894338	175898790	NChap1_final_00026109	R_salicifolius_00005888	NChap2_final_00011997
34671	A2	26111	11774	NChap1_final_00026111	hap1	A2	175901234	175902799	NChap1_final_00026111	R_salicifolius_00005890	NChap2_final_00011993
34675	A2	26114	11775	NChap1_final_00026114	hap1	A2	175937877	175939537	NChap1_final_00026114	R_salicifolius_00005891	NChap2_final_00011991
34682	A2	26120	11784	NChap1_final_00026120	hap1	A2	176300310	176309088	NChap1_final_00026120	R_salicifolius_00005894	NChap2_final_00011985
34684	A2	26122	11790	NChap1_final_00026122	hap1	A2	176388896	176399933	NChap1_final_00026122	R_salicifolius_00005895	NChap2_final_00011983
34695	A2	26134	11777	NChap1_final_00026134	hap1	A2	177148275	177152283	NChap1_final_00026134	R_salicifolius_00005899	NChap2_final_00011976
34701	A2	26138	11781	NChap1_final_00026138	hap1	A2	177361851	177364930	NChap1_final_00026138	R_salicifolius_00005901	NChap2_final_00011973
34707	A2	26144	11778	NChap1_final_00026144	hap1	A2	177771498	177772464	NChap1_final_00026144	R_salicifolius_00005903	NChap2_final_00011967
34730	A2	26163	11818	NChap1_final_00026163	hap1	A2	178449095	178451837	NChap1_final_00026163	R_salicifolius_00005906	NChap2_final_00011956
34731	A2	26164	11819	NChap1_final_00026164	hap1	A2	178452322	178455341	NChap1_final_00026164	R_salicifolius_00005907	NChap2_final_00011955
34742	A2	26170	11787	NChap1_final_00026170	hap1	A2	178819831	178821546	NChap1_final_00026170	R_salicifolius_00005909	NChap2_final_00011950
34743	A2	26171	11788	NChap1_final_00026171	hap1	A2	178826407	178828131	NChap1_final_00026171	R_salicifolius_00005910	NChap2_final_00011949
34747	A2	26173	11811	NChap1_final_00026173	hap1	A2	178986086	178990119	NChap1_final_00026173	R_salicifolius_00005911	NChap2_final_00011946
34748	A2	26174	17593	NChap1_final_00026174	hap1	A2	178995127	178997345	NChap1_final_00026174	R_salicifolius_00005912	
34749	A2	26175	11812	NChap1_final_00026175	hap1	A2	178997384	179002299	NChap1_final_00026175	R_salicifolius_00005913	NChap2_final_00011945
34750	A2	26176	11815	NChap1_final_00026176	hap1	A2	179002247	179003917	NChap1_final_00026176	R_salicifolius_00005914	NChap2_final_00011944
34752	A2	26178	11814	NChap1_final_00026178	hap1	A2	179007249	179013585	NChap1_final_00026178	R_salicifolius_00005915	NChap2_final_00011942
34753	A2	26179	11804	NChap1_final_00026179	hap1	A2	179022581	179026084	NChap1_final_00026179	R_salicifolius_00005916	NChap2_final_00011941
34756	A2	26181	11802	NChap1_final_00026181	hap1	A2	179255352	179257457	NChap1_final_00026181	R_salicifolius_00005917	NChap2_final_00011939
34758	A2	26182	11805	NChap1_final_00026182	hap1	A2	179257857	179260877	NChap1_final_00026182	R_salicifolius_00005919	NChap2_final_00011938
34766	A2	26187	11800	NChap1_final_00026187	hap1	A2	179435131	179439199	NChap1_final_00026187	R_salicifolius_00005921	NChap2_final_00011933
34769	A2	26189	11801	NChap1_final_00026189	hap1	A2	179474815	179480648	NChap1_final_00026189	R_salicifolius_00005922	NChap2_final_00011931
34770	A2	26190	11791	NChap1_final_00026190	hap1	A2	179483970	179487429	NChap1_final_00026190	R_salicifolius_00005923	NChap2_final_00011930
34771	A2	26191	11792	NChap1_final_00026191	hap1	A2	179487752	179490133	NChap1_final_00026191	R_salicifolius_00005924	NChap2_final_00011929
34789	A2	26207	11796	NChap1_final_00026207	hap1	A2	180496573	180499192	NChap1_final_00026207	R_salicifolius_00005728	NChap2_final_00011916
34800	A2	26217	11816	NChap1_final_00026217	hap1	A2	180816903	180819192	NChap1_final_00026217	R_salicifolius_00005726	NChap2_final_00011910
34802	A2	26218	11806	NChap1_final_00026218	hap1	A2	180820319	180821138	NChap1_final_00026218	R_salicifolius_00005725	NChap2_final_00011911
34807	A2	26221	11810	NChap1_final_00026221	hap1	A2	181368745	181372092	NChap1_final_00026221	R_salicifolius_00005727	NChap2_final_00011905
34812	A2	26226	11822	NChap1_final_00026226	hap1	A2	181681912	181684106	NChap1_final_00026226	R_salicifolius_00005722	NChap2_final_00011901
34822	A2	26234	11823	NChap1_final_00026234	hap1	A2	182061838	182068191	NChap1_final_00026234	R_salicifolius_00005720	NChap2_final_00011896
34823	A2	26235	11824	NChap1_final_00026235	hap1	A2	182064984	182068890	NChap1_final_00026235	R_salicifolius_00005719	NChap2_final_00011895
34824	A2	26236	11832	NChap1_final_00026236	hap1	A2	182087657	182092513	NChap1_final_00026236	R_salicifolius_00005718	NChap2_final_00011894
34826	A2	26237.5	18461	R_salicifolius_00005717	salicifolius	ScaOOZI_9_HRSCAF_13	62471622	62474586		R_salicifolius_00005717	NChap2_final_00011893
34828	A2	26239	11833	NChap1_final_00026239	hap1	A2	182137505	182138780	NChap1_final_00026239	R_salicifolius_00005716	NChap2_final_00011892
34830	A2	26240	11835	NChap1_final_00026240	hap1	A2	182139089	182140118	NChap1_final_00026240	R_salicifolius_00005710	NChap2_final_00011891
34833	A2	26241	11829	NChap1_final_00026241	hap1	A2	182196354	182200347	NChap1_final_00026241	R_salicifolius_00005703	NChap2_final_00011890
34835	A2	26243	11831	NChap1_final_00026243	hap1	A2	182409012	182433163	NChap1_final_00026243	R_salicifolius_00005702	NChap2_final_00011889
34841	A2	26247	11839	NChap1_final_00026247	hap1	A2	182693593	182695779	NChap1_final_00026247	R_salicifolius_00005701	NChap2_final_00011885
34852	A2	26260	11836	NChap1_final_00026260	hap1	A2	184269635	184272197	NChap1_final_00026260	R_salicifolius_00005565	NChap2_final_00011879
34853	A2	26261	11837	NChap1_final_00026261	hap1	A2	184270725	184274235	NChap1_final_00026261	R_salicifolius_00005566	NChap2_final_00011878
34856	A2	26263	11873	NChap1_final_00026263	hap1	A2	184536987	184539859	NChap1_final_00026263	R_salicifolius_00005567	NChap2_final_00011875
34860	A2	26267	11842	NChap1_final_00026267	hap1	A2	184600296	184603396	NChap1_final_00026267	R_salicifolius_00005570	NChap2_final_00011872
34865	A2	26269	11844	NChap1_final_00026269	hap1	A2	184722270	184725027	NChap1_final_00026269	R_salicifolius_00005574	NChap2_final_00011869
34872	A2	26275	11857	NChap1_final_00026275	hap1	A2	185038544	185041852	NChap1_final_00026275	R_salicifolius_00005576	NChap2_final_00011866
34877	A2	26278	11858	NChap1_final_00026278	hap1	A2	185083888	185086842	NChap1_final_00026278	R_salicifolius_00005577	NChap2_final_00011859
34882	A2	26282	11846	NChap1_final_00026282	hap1	A2	185290181	185292970	NChap1_final_00026282	R_salicifolius_00005579	NChap2_final_00011857
34890	A2	26288	11848	NChap1_final_00026288	hap1	A2	185458040	185463079	NChap1_final_00026288	R_salicifolius_00005582	NChap2_final_00011854
34899	A2	26291	11855	NChap1_final_00026291	hap1	A2	185566170	185567858	NChap1_final_00026291	R_salicifolius_00005583	NChap2_final_00011845
34900	A2	26292	11856	NChap1_final_00026292	hap1	A2	185569207	185571889	NChap1_final_00026292	R_salicifolius_00005584	NChap2_final_00011844
34904	A2	26296	11850	NChap1_final_00026296	hap1	A2	185641386	185646058	NChap1_final_00026296	R_salicifolius_00005585	NChap2_final_00011841
34907	A2	26298	11852	NChap1_final_00026298	hap1	A2	185791493	185793175	NChap1_final_00026298	R_salicifolius_00005586	NChap2_final_00011839
34908	A2	26299	11853	NChap1_final_00026299	hap1	A2	185795177	185798884	NChap1_final_00026299	R_salicifolius_00005587	NChap2_final_00011838
34919	A2	26304	11854	NChap1_final_00026304	hap1	A2	186623453	186626395	NChap1_final_00026304	R_salicifolius_00005591	NChap2_final_00011830
34920	A2	26305	11865	NChap1_final_00026305	hap1	A2	186628528	186629100	NChap1_final_00026305	R_salicifolius_00005592	NChap2_final_00011829
34923	A2	26308	11866	NChap1_final_00026308	hap1	A2	186711293	186714237	NChap1_final_00026308	R_salicifolius_00005594	NChap2_final_00011828
34925	A2	26310	11864	NChap1_final_00026310	hap1	A2	186748542	186751236	NChap1_final_00026310	R_salicifolius_00005595	NChap2_final_00011827
34941	A2	26319	11868	NChap1_final_00026319	hap1	A2	187683603	187685166	NChap1_final_00026319	R_salicifolius_00005598	NChap2_final_00011820
34943	A2	26321	11870	NChap1_final_00026321	hap1	A2	187775076	187779468	NChap1_final_00026321	R_salicifolius_00005599	NChap2_final_00011818
34948	A2	26324	11860	NChap1_final_00026324	hap1	A2	187840298	187843485	NChap1_final_00026324	R_salicifolius_00005600	NChap2_final_00011814
34961	A2	26332	11861	NChap1_final_00026332	hap1	A2	188681177	188682810	NChap1_final_00026332	R_salicifolius_00005604	NChap2_final_00011810
34963	A2	26336	11863	NChap1_final_00026336	hap1	A2	188897918	188899652	NChap1_final_00026336	R_salicifolius_00005605	NChap2_final_00011808
34966	A2	26338	11867	NChap1_final_00026338	hap1	A2	189023916	189026855	NChap1_final_00026338	R_salicifolius_00005607	NChap2_final_00011807
34973	A2	26341	11877	NChap1_final_00026341	hap1	A2	189433222	189437606	NChap1_final_00026341	R_salicifolius_00005610	NChap2_final_00011803
34983	A2	26348	11872	NChap1_final_00026348	hap1	A2	189895154	189899624	NChap1_final_00026348	R_salicifolius_00005612	NChap2_final_00011799
34986	A2	26352	11887	NChap1_final_00026352	hap1	A2	190013477	190017847	NChap1_final_00026352	R_salicifolius_00005613	NChap2_final_00011798
34991	A2	26353	11888	NChap1_final_00026353	hap1	A2	190074473	190076543	NChap1_final_00026353	R_salicifolius_00005618	NChap2_final_00011797
34992	A2	26354	17599	NChap1_final_00026354	hap1	A2	190077290	190079124	NChap1_final_00026354	R_salicifolius_00005619	
34993	A2	26355	11881	NChap1_final_00026355	hap1	A2	190080718	190093947	NChap1_final_00026355	R_salicifolius_00005620	NChap2_final_00011796
34996	A2	26356	11880	NChap1_final_00026356	hap1	A2	190161848	190164126	NChap1_final_00026356	R_salicifolius_00005623	NChap2_final_00011795
34998	A2	26357	11894	NChap1_final_00026357	hap1	A2	190162536	190168801	NChap1_final_00026357	R_salicifolius_00005625	NChap2_final_00011794
35000	A2	26358	11895	NChap1_final_00026358	hap1	A2	190251544	190254701	NChap1_final_00026358	R_salicifolius_00005627	NChap2_final_00011793
35011	A2	26367	11905	NChap1_final_00026367	hap1	A2	190347455	190352170	NChap1_final_00026367	R_salicifolius_00005630	NChap2_final_00011787
35012	A2	26368	11903	NChap1_final_00026368	hap1	A2	190352253	190359216	NChap1_final_00026368	R_salicifolius_00005631	NChap2_final_00011786
35013	A2	26369	11906	NChap1_final_00026369	hap1	A2	190379425	190381689	NChap1_final_00026369	R_salicifolius_00005632	NChap2_final_00011785
35023	A2	26376	11876	NChap1_final_00026376	hap1	A2	190909999	190916107	NChap1_final_00026376	R_salicifolius_00005634	NChap2_final_00011779
35032	A2	26377	11884	NChap1_final_00026377	hap1	A2	191026916	191030223	NChap1_final_00026377	R_salicifolius_00005646	NChap2_final_00011778
35033	A2	26378	11885	NChap1_final_00026378	hap1	A2	191030303	191032558	NChap1_final_00026378	R_salicifolius_00005647	NChap2_final_00011777
35038	A2	26379	11878	NChap1_final_00026379	hap1	A2	191233013	191236490	NChap1_final_00026379	R_salicifolius_00005652	NChap2_final_00011775
35041	A2	26380	11879	NChap1_final_00026380	hap1	A2	191238387	191376484	NChap1_final_00026380	R_salicifolius_00005655	NChap2_final_00011774
35051	A2	26388	11890	NChap1_final_00026388	hap1	A2	191952387	191954110	NChap1_final_00026388	R_salicifolius_00005657	NChap2_final_00011770
35060	A2	26398	11920	NChap1_final_00026398	hap1	A2	192313919	192315728	NChap1_final_00026398	R_salicifolius_00005658	NChap2_final_00011766
35063	A2	26401	11921	NChap1_final_00026401	hap1	A2	192323132	192327480	NChap1_final_00026401	R_salicifolius_00005659	NChap2_final_00011764
35073	A2	26406	11892	NChap1_final_00026406	hap1	A2	192494546	192496564	NChap1_final_00026406	R_salicifolius_00005666	NChap2_final_00011761
35079	A2	26410	11893	NChap1_final_00026410	hap1	A2	192986341	192992683	NChap1_final_00026410	R_salicifolius_00005667	NChap2_final_00011756
35083	A2	26413	11896	NChap1_final_00026413	hap1	A2	193168696	193171607	NChap1_final_00026413	R_salicifolius_00005670	NChap2_final_00011754
35084	A2	26414	11897	NChap1_final_00026414	hap1	A2	193172307	193176444	NChap1_final_00026414	R_salicifolius_00005671	NChap2_final_00011753
35092	A2	26416	17602	NChap1_final_00026416	hap1	A2	193196554	193198033	NChap1_final_00026416	R_salicifolius_00005678	
35093	A2	26417	11912	NChap1_final_00026417	hap1	A2	193255050	193257699	NChap1_final_00026417	R_salicifolius_00005679	NChap2_final_00011751
35096	A2	26419	11900	NChap1_final_00026419	hap1	A2	193313840	193319922	NChap1_final_00026419	R_salicifolius_00005682	NChap2_final_00011749
35099	A2	26420	11901	NChap1_final_00026420	hap1	A2	193368208	193382564	NChap1_final_00026420	R_salicifolius_00005685	NChap2_final_00011747
35109	A2	26428	11899	NChap1_final_00026428	hap1	A2	193595727	193598531	NChap1_final_00026428	R_salicifolius_00005687	NChap2_final_00011743
35114	A2	26431	11918	NChap1_final_00026431	hap1	A2	193792399	193796557	NChap1_final_00026431	R_salicifolius_00005690	NChap2_final_00011742
35123	A2	26436	11908	NChap1_final_00026436	hap1	A2	194039810	194042782	NChap1_final_00026436	R_salicifolius_00005564	NChap2_final_00011733
35142	A2	26451	11967	NChap1_final_00026451	hap1	A2	194489080	194491684	NChap1_final_00026451	R_salicifolius_00005559	NChap2_final_00011725
35144	A2	26452	11964	NChap1_final_00026452	hap1	A2	194509625	194511382	NChap1_final_00026452	R_salicifolius_00005558	NChap2_final_00011723
35145	A2	26453	11968	NChap1_final_00026453	hap1	A2	194512712	194517280	NChap1_final_00026453	R_salicifolius_00005557	NChap2_final_00011722
35146	A2	26454	11965	NChap1_final_00026454	hap1	A2	194553701	194558451	NChap1_final_00026454	R_salicifolius_00005556	NChap2_final_00011721
35150	A2	26456	11940	NChap1_final_00026456	hap1	A2	194699690	194704916	NChap1_final_00026456	R_salicifolius_00005555	NChap2_final_00011717
35151	A2	26457	11942	NChap1_final_00026457	hap1	A2	194716108	194720101	NChap1_final_00026457	R_salicifolius_00005554	NChap2_final_00011716
35152	A2	26458	11941	NChap1_final_00026458	hap1	A2	194734577	194746478	NChap1_final_00026458	R_salicifolius_00005553	NChap2_final_00011715
35153	A2	26459	17605	NChap1_final_00026459	hap1	A2	194744914	194747400	NChap1_final_00026459	R_salicifolius_00005552	
35154	A2	26460	11943	NChap1_final_00026460	hap1	A2	194748666	194752571	NChap1_final_00026460	R_salicifolius_00005551	NChap2_final_00011714
35155	A2	26461	11924	NChap1_final_00026461	hap1	A2	194811895	194813541	NChap1_final_00026461	R_salicifolius_00005550	NChap2_final_00011713
35158	A2	26463	11927	NChap1_final_00026463	hap1	A2	194937198	194939682	NChap1_final_00026463	R_salicifolius_00005547	NChap2_final_00011712
35161	A2	26465	17604	NChap1_final_00026465	hap1	A2	194973875	194977310	NChap1_final_00026465	R_salicifolius_00005544	
35162	A2	26466	11929	NChap1_final_00026466	hap1	A2	194977201	194978782	NChap1_final_00026466	R_salicifolius_00005543	NChap2_final_00011710
35164	A2	26468	11935	NChap1_final_00026468	hap1	A2	195023062	195029145	NChap1_final_00026468	R_salicifolius_00005542	NChap2_final_00011708
35165	A2	26470	11937	NChap1_final_00026470	hap1	A2	195032246	195034114	NChap1_final_00026470	R_salicifolius_00005541	NChap2_final_00011707
35179	A2	26481	11931	NChap1_final_00026481	hap1	A2	195834103	195836416	NChap1_final_00026481	R_salicifolius_00005539	NChap2_final_00011698
35184	A2	26483	11939	NChap1_final_00026483	hap1	A2	195905163	195911086	NChap1_final_00026483	R_salicifolius_00005417	NChap2_final_00011694
35187	A2	26485	17603	NChap1_final_00026485	hap1	A2	196036835	196037536	NChap1_final_00026485	R_salicifolius_00005419	
35188	A2	26486	11926	NChap1_final_00026486	hap1	A2	196037879	196038934	NChap1_final_00026486	R_salicifolius_00005420	NChap2_final_00011689
35193	A2	26488	11934	NChap1_final_00026488	hap1	A2	196365424	196369925	NChap1_final_00026488	R_salicifolius_00005423	NChap2_final_00011686
35204	A2	26493	11945	NChap1_final_00026493	hap1	A2	197581876	197588023	NChap1_final_00026493	R_salicifolius_00005424	NChap2_final_00011674
35205	A2	26493.5	18470	R_salicifolius_00005425	salicifolius	ScaOOZI_9_HRSCAF_13	57790040	57792205		R_salicifolius_00005425	NChap2_final_00011673
35206	A2	26494	11946	NChap1_final_00026494	hap1	A2	197588115	197590522	NChap1_final_00026494	R_salicifolius_00005426	NChap2_final_00011672
35210	A2	26496	11951	NChap1_final_00026496	hap1	A2	197688810	197693941	NChap1_final_00026496	R_salicifolius_00005427	NChap2_final_00011668
35214	A2	26497	11952	NChap1_final_00026497	hap1	A2	197699373	197704079	NChap1_final_00026497	R_salicifolius_00005431	NChap2_final_00011667
