"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"1014",30688,"A2",22994,17443,"NChap1_final_00022994","hap1","A2",24328770,24331181,"NChap1_final_00022994","R_salicifolius_00008716",""
"1015",30692,"A2",22997,17445,"NChap1_final_00022997","hap1","A2",24352651,24353301,"NChap1_final_00022997","R_salicifolius_00008712",""
"1016",30714,"A2",23017,17446,"NChap1_final_00023017","hap1","A2",24562261,24562927,"NChap1_final_00023017","R_salicifolius_00008698",""
"1017",30751,"A2",23051,17451,"NChap1_final_00023051","hap1","A2",24933453,24934638,"NChap1_final_00023051","R_salicifolius_00008680",""
"1018",30884,"A2",23160,17452,"NChap1_final_00023160","hap1","A2",26897210,26900426,"NChap1_final_00023160","R_salicifolius_00008599",""
"1019",30906,"A2",23176,17453,"NChap1_final_00023176","hap1","A2",27618748,27619842,"NChap1_final_00023176","R_salicifolius_00022163",""
"1020",30919,"A2",23186,17454,"NChap1_final_00023186","hap1","A2",27772405,27774031,"NChap1_final_00023186","R_salicifolius_00022157",""
"1021",30948,"A2",23213,17456,"NChap1_final_00023213","hap1","A2",28203450,28205214,"NChap1_final_00023213","R_salicifolius_00022172",""
"1022",31002,"A2",23256,17463,"NChap1_final_00023256","hap1","A2",28950353,28952473,"NChap1_final_00023256","R_salicifolius_00022211",""
"1023",31007,"A2",23261,17459,"NChap1_final_00023261","hap1","A2",28985966,28991848,"NChap1_final_00023261","R_salicifolius_00008450",""
"1024",31039,"A2",23282,17458,"NChap1_final_00023282","hap1","A2",29343106,29345530,"NChap1_final_00023282","R_salicifolius_00008469",""
"1025",31064,"A2",23301,17465,"NChap1_final_00023301","hap1","A2",29744210,29746073,"NChap1_final_00023301","R_salicifolius_00008480",""
"1026",31094,"A2",23325,17460,"NChap1_final_00023325","hap1","A2",30034053,30041311,"NChap1_final_00023325","R_salicifolius_00008495",""
"1027",31112,"A2",23338,17462,"NChap1_final_00023338","hap1","A2",30469195,30469958,"NChap1_final_00023338","R_salicifolius_00009096",""
"1028",31123,"A2",23343,17464,"NChap1_final_00023343","hap1","A2",30605366,30607040,"NChap1_final_00023343","R_salicifolius_00009088",""
"1029",31192,"A2",23403,17466,"NChap1_final_00023403","hap1","A2",31968124,31970920,"NChap1_final_00023403","R_salicifolius_00010214",""
"1030",31229,"A2",23432,17467,"NChap1_final_00023432","hap1","A2",33387874,33389553,"NChap1_final_00023432","R_salicifolius_00010208",""
"1031",31266,"A2",23467,17468,"NChap1_final_00023467","hap1","A2",34281784,34283193,"NChap1_final_00023467","R_salicifolius_00010197",""
"1032",31366,"A2",23546,17469,"NChap1_final_00023546","hap1","A2",36894501,36897548,"NChap1_final_00023546","R_salicifolius_00010157",""
"1033",31442,"A2",23603,17471,"NChap1_final_00023603","hap1","A2",38705781,38710007,"NChap1_final_00023603","R_salicifolius_00010138",""
"1034",31556,"A2",23682,17475,"NChap1_final_00023682","hap1","A2",41971100,41971766,"NChap1_final_00023682","R_salicifolius_00010071",""
"1035",31566,"A2",23695,17476,"NChap1_final_00023695","hap1","A2",42200055,42203506,"NChap1_final_00023695","R_salicifolius_00010067",""
"1036",31615,"A2",23732,17477,"NChap1_final_00023732","hap1","A2",43022333,43023792,"NChap1_final_00023732","R_salicifolius_00010033",""
"1037",31632,"A2",23747,17479,"NChap1_final_00023747","hap1","A2",43617249,43624637,"NChap1_final_00023747","R_salicifolius_00010025",""
"1038",31801,"A2",23885,17481,"NChap1_final_00023885","hap1","A2",49016306,49065665,"NChap1_final_00023885","R_salicifolius_00009956",""
"1039",31838,"A2",23916,17484,"NChap1_final_00023916","hap1","A2",50199967,50201889,"NChap1_final_00023916","R_salicifolius_00009939",""
"1040",31940,"A2",23998,17486,"NChap1_final_00023998","hap1","A2",52991732,52994842,"NChap1_final_00023998","R_salicifolius_00009897",""
"1041",32006,"A2",24042,17487,"NChap1_final_00024042","hap1","A2",54687411,54689648,"NChap1_final_00024042","R_salicifolius_00009879",""
"1042",32024,"A2",24056,17488,"NChap1_final_00024056","hap1","A2",55285809,55287775,"NChap1_final_00024056","R_salicifolius_00009875",""
"1043",32060,"A2",24083,17492,"NChap1_final_00024083","hap1","A2",56212738,56215327,"NChap1_final_00024083","R_salicifolius_00009808",""
"1044",32066,"A2",24088,17489,"NChap1_final_00024088","hap1","A2",56334940,56343271,"NChap1_final_00024088","R_salicifolius_00009812",""
"1045",32075,"A2",24095,17491,"NChap1_final_00024095","hap1","A2",56745889,56753237,"NChap1_final_00024095","R_salicifolius_00009817",""
"1046",32177,"A2",24171,17493,"NChap1_final_00024171","hap1","A2",62457363,62459481,"NChap1_final_00024171","R_salicifolius_00012557",""
"1047",32252,"A2",24215,17494,"NChap1_final_00024215","hap1","A2",66459204,66461152,"NChap1_final_00024215","R_salicifolius_00012522",""
"1048",32295,"A2",24243,17495,"NChap1_final_00024243","hap1","A2",69603037,69608553,"NChap1_final_00024243","R_salicifolius_00012509",""
"1049",32329,"A2",24269,17496,"NChap1_final_00024269","hap1","A2",71968353,71968984,"NChap1_final_00024269","R_salicifolius_00012567",""
"1050",32373,"A2",24299,17499,"NChap1_final_00024299","hap1","A2",74310066,74311192,"NChap1_final_00024299","R_salicifolius_00012595",""
"1051",32479,"A2",24379,17501,"NChap1_final_00024379","hap1","A2",80060339,80061932,"NChap1_final_00024379","R_salicifolius_00012635",""
"1052",32553,"A2",24437,17504,"NChap1_final_00024437","hap1","A2",83224325,83225966,"NChap1_final_00024437","R_salicifolius_00012655",""
"1053",32683,"A2",24537,17510,"NChap1_final_00024537","hap1","A2",91558905,91561169,"NChap1_final_00024537","R_salicifolius_00012700",""
"1054",32838,"A2",24655,17517,"NChap1_final_00024655","hap1","A2",98988507,98990883,"NChap1_final_00024655","R_salicifolius_00012737",""
"1055",32910,"A2",24719,17518,"NChap1_final_00024719","hap1","A2",102592951,102595415,"NChap1_final_00024719","R_salicifolius_00012752",""
"1056",32911,"A2",24720,17519,"NChap1_final_00024720","hap1","A2",102595598,102598033,"NChap1_final_00024720","R_salicifolius_00012753",""
"1057",32913,"A2",24721,17520,"NChap1_final_00024721","hap1","A2",102596160,102598882,"NChap1_final_00024721","R_salicifolius_00012754",""
"1058",33124,"A2",24882,17525,"NChap1_final_00024882","hap1","A2",113099532,113100702,"NChap1_final_00024882","R_salicifolius_00012816",""
"1059",33292,"A2",25004,17530,"NChap1_final_00025004","hap1","A2",125374890,125376089,"NChap1_final_00025004","R_salicifolius_00012850",""
"1060",33295,"A2",25005,17529,"NChap1_final_00025005","hap1","A2",125379789,125380226,"NChap1_final_00025005","R_salicifolius_00012852",""
"1061",33395,"A2",25082,17533,"NChap1_final_00025082","hap1","A2",130256126,130257039,"NChap1_final_00025082","R_salicifolius_00012902",""
"1062",33417,"A2",25102,17536,"NChap1_final_00025102","hap1","A2",131224709,131225374,"NChap1_final_00025102","R_salicifolius_00012911",""
"1063",33511,"A2",25178,17539,"NChap1_final_00025178","hap1","A2",136040488,136046720,"NChap1_final_00025178","R_salicifolius_00012930",""
"1064",33516,"A2",25181,17537,"NChap1_final_00025181","hap1","A2",136222384,136223460,"NChap1_final_00025181","R_salicifolius_00012931",""
"1065",33786,"A2",25387,17545,"NChap1_final_00025387","hap1","A2",146037238,146039620,"NChap1_final_00025387","R_salicifolius_00013003",""
"1066",33939,"A2",25510,17547,"NChap1_final_00025510","hap1","A2",150994820,150999223,"NChap1_final_00025510","R_salicifolius_00013070",""
"1067",33977,"A2",25550,17553,"NChap1_final_00025550","hap1","A2",151881386,151883477,"NChap1_final_00025550","R_salicifolius_00013076",""
"1068",34005,"A2",25576,17552,"NChap1_final_00025576","hap1","A2",152550551,152554127,"NChap1_final_00025576","R_salicifolius_00013085",""
"1069",34056,"A2",25606,17557,"NChap1_final_00025606","hap1","A2",154340969,154343614,"NChap1_final_00025606","R_salicifolius_00013097",""
"1070",34078,"A2",25625,17555,"NChap1_final_00025625","hap1","A2",154718565,154722956,"NChap1_final_00025625","R_salicifolius_00013109",""
"1071",34086,"A2",25631,17563,"NChap1_final_00025631","hap1","A2",154864858,154869591,"NChap1_final_00025631","R_salicifolius_00013113",""
"1072",34097,"A2",25639,17559,"NChap1_final_00025639","hap1","A2",155104708,155105383,"NChap1_final_00025639","R_salicifolius_00013118",""
"1073",34200,"A2",25731,17568,"NChap1_final_00025731","hap1","A2",157983263,157985465,"NChap1_final_00025731","R_salicifolius_00013159",""
"1074",34201,"A2",25732,17566,"NChap1_final_00025732","hap1","A2",157989551,157992530,"NChap1_final_00025732","R_salicifolius_00013160",""
"1075",34202,"A2",25733,17567,"NChap1_final_00025733","hap1","A2",157992926,157994972,"NChap1_final_00025733","R_salicifolius_00013162",""
"1076",34212,"A2",25744,17564,"NChap1_final_00025744","hap1","A2",158339548,158341013,"NChap1_final_00025744","R_salicifolius_00013168",""
"1077",34213,"A2",25745,17565,"NChap1_final_00025745","hap1","A2",158343354,158346618,"NChap1_final_00025745","R_salicifolius_00013169",""
"1078",34234,"A2",25771,17569,"NChap1_final_00025771","hap1","A2",159686731,159688266,"NChap1_final_00025771","R_salicifolius_00013170",""
"1079",34316,"A2",25837,17579,"NChap1_final_00025837","hap1","A2",162716884,162720798,"NChap1_final_00025837","R_salicifolius_00005987",""
"1080",34319,"A2",25839,17580,"NChap1_final_00025839","hap1","A2",162723104,162725110,"NChap1_final_00025839","R_salicifolius_00005986",""
"1081",34320,"A2",25840,17581,"NChap1_final_00025840","hap1","A2",162725649,162734206,"NChap1_final_00025840","R_salicifolius_00005985",""
"1082",34346,"A2",25862,17573,"NChap1_final_00025862","hap1","A2",163244595,163250782,"NChap1_final_00025862","R_salicifolius_00005361",""
"1083",34364,"A2",25876,17586,"NChap1_final_00025876","hap1","A2",163564924,163569612,"NChap1_final_00025876","R_salicifolius_00005351",""
"1084",34376,"A2",25884,17572,"NChap1_final_00025884","hap1","A2",163863894,163864476,"NChap1_final_00025884","R_salicifolius_00005340",""
"1085",34469,"A2",25960,17576,"NChap1_final_00025960","hap1","A2",166500250,166502893,"NChap1_final_00025960","R_salicifolius_00005821",""
"1086",34471,"A2",25961,17577,"NChap1_final_00025961","hap1","A2",166511767,166515244,"NChap1_final_00025961","R_salicifolius_00005823",""
"1087",34538,"A2",26014,17584,"NChap1_final_00026014","hap1","A2",169567879,169570148,"NChap1_final_00026014","R_salicifolius_00005843",""
"1088",34561,"A2",26026,17583,"NChap1_final_00026026","hap1","A2",170295404,170296749,"NChap1_final_00026026","R_salicifolius_00005853",""
"1089",34642,"A2",26092,17589,"NChap1_final_00026092","hap1","A2",174870397,174873890,"NChap1_final_00026092","R_salicifolius_00005883",""
"1090",34748,"A2",26174,17593,"NChap1_final_00026174","hap1","A2",178995127,178997345,"NChap1_final_00026174","R_salicifolius_00005912",""
"1091",34992,"A2",26354,17599,"NChap1_final_00026354","hap1","A2",190077290,190079124,"NChap1_final_00026354","R_salicifolius_00005619",""
"1092",35004,"A2",26361,17601,"NChap1_final_00026361","hap1","A2",190265852,190270790,"NChap1_final_00026361","R_salicifolius_00005628",""
"1093",35092,"A2",26416,17602,"NChap1_final_00026416","hap1","A2",193196554,193198033,"NChap1_final_00026416","R_salicifolius_00005678",""
"1094",35153,"A2",26459,17605,"NChap1_final_00026459","hap1","A2",194744914,194747400,"NChap1_final_00026459","R_salicifolius_00005552",""
"1095",35161,"A2",26465,17604,"NChap1_final_00026465","hap1","A2",194973875,194977310,"NChap1_final_00026465","R_salicifolius_00005544",""
"1096",35187,"A2",26485,17603,"NChap1_final_00026485","hap1","A2",196036835,196037536,"NChap1_final_00026485","R_salicifolius_00005419",""
"1097",35248,"A2",26522,17607,"NChap1_final_00026522","hap1","A2",198617652,198621530,"NChap1_final_00026522","R_salicifolius_00005445",""
"1098",35358,"A2",26603,17608,"NChap1_final_00026603","hap1","A2",202169072,202169652,"NChap1_final_00026603","R_salicifolius_00005482",""
"1099",35461,"A2",26683,17610,"NChap1_final_00026683","hap1","A2",205416299,205417539,"NChap1_final_00026683","R_salicifolius_00005523",""
"1100",35471,"A2",26691,17616,"NChap1_final_00026691","hap1","A2",205640480,205641944,"NChap1_final_00026691","R_salicifolius_00005532",""
"1101",35513,"A2",26723,17613,"NChap1_final_00026723","hap1","A2",206809756,206811159,"NChap1_final_00026723","R_salicifolius_00005386",""
"1102",35594,"A2",26799,17618,"NChap1_final_00026799","hap1","A2",209019840,209021870,"NChap1_final_00026799","R_salicifolius_00005807",""
"1103",35637,"A2",26834,17619,"NChap1_final_00026834","hap1","A2",210857115,210860241,"NChap1_final_00026834","R_salicifolius_00005793",""
"1104",35752,"A2",26916,17623,"NChap1_final_00026916","hap1","A2",217014147,217017183,"NChap1_final_00026916","R_salicifolius_00004461",""
"1105",36197,"A2",27189,17633,"NChap1_final_00027189","hap1","A2",231850927,231855045,"NChap1_final_00027189","R_salicifolius_00004867",""
"1106",36233,"A2",27216,17631,"NChap1_final_00027216","hap1","A2",232665791,232667107,"NChap1_final_00027216","R_salicifolius_00004895",""
"1107",36612,"A2",27425,17645,"NChap1_final_00027425","hap1","A2",240854511,240859482,"NChap1_final_00027425","R_salicifolius_00013466",""
"1108",37115,"A2",27818,17655,"NChap1_final_00027818","hap1","A2",257809744,257816661,"NChap1_final_00027818","R_salicifolius_00002733",""
"1109",37117,"A2",27819,17656,"NChap1_final_00027819","hap1","A2",257820372,257823864,"NChap1_final_00027819","R_salicifolius_00002732",""
"1110",37174,"A2",27864,17657,"NChap1_final_00027864","hap1","A2",259422355,259424654,"NChap1_final_00027864","R_salicifolius_00002696",""
"1111",37206,"A2",27893,17658,"NChap1_final_00027893","hap1","A2",260278149,260279250,"NChap1_final_00027893","R_salicifolius_00002677",""
"1112",37216,"A2",27905,17663,"NChap1_final_00027905","hap1","A2",260707648,260709935,"NChap1_final_00027905","R_salicifolius_00010766",""
"1113",37249,"A2",27926,17661,"NChap1_final_00027926","hap1","A2",261172709,261174119,"NChap1_final_00027926","R_salicifolius_00010787",""
"1114",37264,"A2",27933,17664,"NChap1_final_00027933","hap1","A2",261328283,261330505,"NChap1_final_00027933","R_salicifolius_00010797",""
"1115",37295,"A2",27952,17668,"NChap1_final_00027952","hap1","A2",261848527,261851377,"NChap1_final_00027952","R_salicifolius_00010816",""
"1116",37303,"A2",27956,17669,"NChap1_final_00027956","hap1","A2",261883187,261884279,"NChap1_final_00027956","R_salicifolius_00010822",""
"1117",37521,"A2",28116,17672,"NChap1_final_00028116","hap1","A2",265111513,265120199,"NChap1_final_00028116","R_salicifolius_00003426",""
"1118",37576,"A2",28165,17673,"NChap1_final_00028165","hap1","A2",266307701,266309155,"NChap1_final_00028165","R_salicifolius_00002226",""
"1119",37711,"A2",28260,17675,"NChap1_final_00028260","hap1","A2",268008739,268009024,"NChap1_final_00028260","R_salicifolius_00002310",""
"1120",37863,"A2",28365,17677,"NChap1_final_00028365","hap1","A2",270327767,270329052,"NChap1_final_00028365","R_salicifolius_00002398",""
"1121",37873,"A2",28371,17678,"NChap1_final_00028371","hap1","A2",270377606,270379710,"NChap1_final_00028371","R_salicifolius_00002405",""
"1122",38066,"A2",28482,17680,"NChap1_final_00028482","hap1","A2",272241594,272246312,"NChap1_final_00028482","R_salicifolius_00002065",""
"1123",38315,"A2",28664,17687,"NChap1_final_00028664","hap1","A2",275493453,275494785,"NChap1_final_00028664","R_salicifolius_00005178",""
"1124",38339,"A2",28673,17694,"NChap1_final_00028673","hap1","A2",275642932,275645139,"NChap1_final_00028673","R_salicifolius_00005182",""
"1125",38349,"A2",28675,17695,"NChap1_final_00028675","hap1","A2",275649717,275660789,"NChap1_final_00028675","R_salicifolius_00005160",""
"1126",38381,"A2",28696,17691,"NChap1_final_00028696","hap1","A2",276466900,276469906,"NChap1_final_00028696","R_salicifolius_00005217",""
"1127",38384,"A2",28698,17692,"NChap1_final_00028698","hap1","A2",276478619,276484515,"NChap1_final_00028698","R_salicifolius_00005211",""
"1128",38421,"A2",28719,17690,"NChap1_final_00028719","hap1","A2",276962799,276965714,"NChap1_final_00028719","R_salicifolius_00005032",""
"1129",38449,"A2",28739,17698,"NChap1_final_00028739","hap1","A2",277318624,277322449,"NChap1_final_00028739","R_salicifolius_00005010",""
"1130",38690,"A2",28922,17704,"NChap1_final_00028922","hap1","A2",281218302,281220926,"NChap1_final_00028922","R_salicifolius_00013808",""
"1131",38771,"A2",28980,17703,"NChap1_final_00028980","hap1","A2",282640660,282641385,"NChap1_final_00028980","R_salicifolius_00012381",""
"1132",38794,"A2",29001,17707,"NChap1_final_00029001","hap1","A2",283014233,283017004,"NChap1_final_00029001","R_salicifolius_00012386",""
"1133",38797,"A2",29003,17708,"NChap1_final_00029003","hap1","A2",283017557,283019485,"NChap1_final_00029003","R_salicifolius_00012388",""
"1134",38918,"A2",29092,17714,"NChap1_final_00029092","hap1","A2",284995971,284999950,"NChap1_final_00029092","R_salicifolius_00012110",""
"1135",38920,"A2",29093,17715,"NChap1_final_00029093","hap1","A2",285002182,285006811,"NChap1_final_00029093","R_salicifolius_00012111",""
"1136",38931,"A2",29105,17711,"NChap1_final_00029105","hap1","A2",285470460,285470823,"NChap1_final_00029105","R_salicifolius_00012090",""
"1137",38966,"A2",29122,17713,"NChap1_final_00029122","hap1","A2",285872726,285874715,"NChap1_final_00029122","R_salicifolius_00012076",""
"1138",38981,"A2",29132,17712,"NChap1_final_00029132","hap1","A2",286008411,286008738,"NChap1_final_00029132","R_salicifolius_00012072",""
"1139",39003,"A2",29147,17718,"NChap1_final_00029147","hap1","A2",286473665,286474143,"NChap1_final_00029147","R_salicifolius_00012055",""
"1140",39016,"A2",29159,17717,"NChap1_final_00029159","hap1","A2",286867186,286870484,"NChap1_final_00029159","R_salicifolius_00012404",""
"1141",39031,"A2",29176,17720,"NChap1_final_00029176","hap1","A2",287295453,287297395,"NChap1_final_00029176","R_salicifolius_00012398",""
"1142",39079,"A2",29212,17721,"NChap1_final_00029212","hap1","A2",288295509,288298098,"NChap1_final_00029212","R_salicifolius_00013674",""
"1143",39245,"A2",29328,17724,"NChap1_final_00029328","hap1","A2",291579262,291580801,"NChap1_final_00029328","R_salicifolius_00013776",""
"1144",39350,"A2",29403,17729,"NChap1_final_00029403","hap1","A2",293923837,293925090,"NChap1_final_00029403","R_salicifolius_00012009",""
"1145",39384,"A2",29428,17727,"NChap1_final_00029428","hap1","A2",294525208,294532073,"NChap1_final_00029428","R_salicifolius_00012031",""
"1146",39392,"A2",29436,17731,"NChap1_final_00029436","hap1","A2",294773529,294774399,"NChap1_final_00029436","R_salicifolius_00011902",""
"1147",39440,"A2",29463,17734,"NChap1_final_00029463","hap1","A2",296751840,296754739,"NChap1_final_00029463","R_salicifolius_00011886",""
"1148",39485,"A2",29507,17740,"NChap1_final_00029507","hap1","A2",297858106,297865702,"NChap1_final_00029507","R_salicifolius_00003437",""
"1149",39496,"A2",29517,17737,"NChap1_final_00029517","hap1","A2",298220023,298220580,"NChap1_final_00029517","R_salicifolius_00003440",""
"1150",39497,"A2",29518,17738,"NChap1_final_00029518","hap1","A2",298220645,298230376,"NChap1_final_00029518","R_salicifolius_00003441",""
"1151",39551,"A2",29552,17735,"NChap1_final_00029552","hap1","A2",299486678,299491223,"NChap1_final_00029552","R_salicifolius_00003466",""
"1152",39558,"A2",29557,17736,"NChap1_final_00029557","hap1","A2",299585498,299586877,"NChap1_final_00029557","R_salicifolius_00003469",""
"1153",39575,"A2",29568,17739,"NChap1_final_00029568","hap1","A2",299853735,299857957,"NChap1_final_00029568","R_salicifolius_00003475",""
"1154",39665,"A2",29635,17742,"NChap1_final_00029635","hap1","A2",302071346,302072011,"NChap1_final_00029635","R_salicifolius_00002644",""
"1155",39671,"A2",29638,17743,"NChap1_final_00029638","hap1","A2",302164368,302169449,"NChap1_final_00029638","R_salicifolius_00002648",""
"1156",39712,"A2",29664,17746,"NChap1_final_00029664","hap1","A2",303421344,303423960,"NChap1_final_00029664","R_salicifolius_00002670",""
"1157",39779,"A2",29709,17757,"NChap1_final_00029709","hap1","A2",303964153,303966381,"NChap1_final_00029709","R_salicifolius_00011279",""
"1158",39835,"A2",29748,17753,"NChap1_final_00029748","hap1","A2",304563540,304564920,"NChap1_final_00029748","R_salicifolius_00011319",""
"1159",39837,"A2",29751,17747,"NChap1_final_00029751","hap1","A2",304592772,304595240,"NChap1_final_00029751","R_salicifolius_00011321",""
"1160",39841,"A2",29755,17748,"NChap1_final_00029755","hap1","A2",304645007,304647692,"NChap1_final_00029755","R_salicifolius_00011322",""
"1161",39860,"A2",29769,17750,"NChap1_final_00029769","hap1","A2",304930573,304933835,"NChap1_final_00029769","R_salicifolius_00011336",""
"1162",39862,"A2",29770,17751,"NChap1_final_00029770","hap1","A2",304934251,304937436,"NChap1_final_00029770","R_salicifolius_00011337",""
"1163",39966,"A2",29851,17759,"NChap1_final_00029851","hap1","A2",306424243,306424744,"NChap1_final_00029851","R_salicifolius_00011398",""
"1164",39990,"A2",29865,17758,"NChap1_final_00029865","hap1","A2",306781483,306800491,"NChap1_final_00029865","R_salicifolius_00011422",""
"1165",40007,"A2",29882,17760,"NChap1_final_00029882","hap1","A2",307333010,307334643,"NChap1_final_00029882","R_salicifolius_00011726",""
"1166",40008,"A2",29883,17761,"NChap1_final_00029883","hap1","A2",307344747,307347880,"NChap1_final_00029883","R_salicifolius_00011727",""
"1167",40023,"A2",29896,17762,"NChap1_final_00029896","hap1","A2",307603375,307607513,"NChap1_final_00029896","R_salicifolius_00011741",""
"1168",40039,"A2",29911,17767,"NChap1_final_00029911","hap1","A2",307910449,307912650,"NChap1_final_00029911","R_salicifolius_00011712",""
"1169",40100,"A2",29948,17765,"NChap1_final_00029948","hap1","A2",308391306,308392162,"NChap1_final_00029948","R_salicifolius_00011638",""
"1170",40130,"A2",29968,17764,"NChap1_final_00029968","hap1","A2",308788637,308790777,"NChap1_final_00029968","R_salicifolius_00011623",""
"1171",40158,"A2",29987,17769,"NChap1_final_00029987","hap1","A2",309282664,309283216,"NChap1_final_00029987","R_salicifolius_00011607",""
"1172",40166,"A2",29994,17772,"NChap1_final_00029994","hap1","A2",309402824,309404994,"NChap1_final_00029994","R_salicifolius_00011569",""
"1173",40198,"A2",30023,17776,"NChap1_final_00030023","hap1","A2",309923221,309924732,"NChap1_final_00030023","R_salicifolius_00011588",""
"1174",40200,"A2",30024,17775,"NChap1_final_00030024","hap1","A2",309925251,309926896,"NChap1_final_00030024","R_salicifolius_00011589",""
"1175",40273,"A2",30071,17774,"NChap1_final_00030071","hap1","A2",310909330,310910262,"NChap1_final_00030071","R_salicifolius_00011546",""
"1176",40321,"A2",30108,17781,"NChap1_final_00030108","hap1","A2",311518410,311520913,"NChap1_final_00030108","R_salicifolius_00011504",""
"1177",40327,"A2",30113,17782,"NChap1_final_00030113","hap1","A2",311536433,311538904,"NChap1_final_00030113","R_salicifolius_00011501",""
"1178",40398,"A2",30156,17787,"NChap1_final_00030156","hap1","A2",312150440,312151976,"NChap1_final_00030156","R_salicifolius_00011464",""
"1179",40416,"A2",30169,17777,"NChap1_final_00030169","hap1","A2",312361530,312365616,"NChap1_final_00030169","R_salicifolius_00011452",""
"1180",40451,"A2",30191,17785,"NChap1_final_00030191","hap1","A2",312843007,312851967,"NChap1_final_00030191","R_salicifolius_00011437",""
"1181",40478,"A2",30210,17790,"NChap1_final_00030210","hap1","A2",313020953,313024084,"NChap1_final_00030210","R_salicifolius_00011750",""
"1182",40492,"A2",30218,17789,"NChap1_final_00030218","hap1","A2",313138624,313145316,"NChap1_final_00030218","R_salicifolius_00011757",""
"1183",40521,"A2",30238,17783,"NChap1_final_00030238","hap1","A2",313544314,313545961,"NChap1_final_00030238","R_salicifolius_00011777",""
"1184",40539,"A2",30250,17784,"NChap1_final_00030250","hap1","A2",313680374,313680871,"NChap1_final_00030250","R_salicifolius_00011788",""
"1185",40698,"A2",30366,17791,"NChap1_final_00030366","hap1","A2",315713742,315715314,"NChap1_final_00030366","R_salicifolius_00010934",""
"1186",40863,"A2",30482,17797,"NChap1_final_00030482","hap1","A2",317129447,317130135,"NChap1_final_00030482","R_salicifolius_00011053",""
"1187",40955,"A2",30559,17802,"NChap1_final_00030559","hap1","A2",317997233,318000741,"NChap1_final_00030559","R_salicifolius_00011124",""
"1188",41000,"A2",30586,17800,"NChap1_final_00030586","hap1","A2",318332110,318332912,"NChap1_final_00030586","R_salicifolius_00011151",""
"1189",41021,"A2",30602,17808,"NChap1_final_00030602","hap1","A2",318596245,318598524,"NChap1_final_00030602","R_salicifolius_00011165",""
"1190",41031,"A2",30608,17798,"NChap1_final_00030608","hap1","A2",318697416,318699844,"NChap1_final_00030608","R_salicifolius_00011172",""
"1191",41062,"A2",30629,17810,"NChap1_final_00030629","hap1","A2",318946945,318948630,"NChap1_final_00030629","R_salicifolius_00011197",""
"1192",41080,"A2",30643,17806,"NChap1_final_00030643","hap1","A2",319048451,319050158,"NChap1_final_00030643","R_salicifolius_00011207",""
"1193",41084,"A2",30648,17807,"NChap1_final_00030648","hap1","A2",319066431,319068108,"NChap1_final_00030648","R_salicifolius_00011211",""
"1194",41116,"A2",30672,17809,"NChap1_final_00030672","hap1","A2",319415716,319418302,"NChap1_final_00030672","R_salicifolius_00011235",""
"1195",41141,"A2",30691,17811,"NChap1_final_00030691","hap1","A2",319720115,319721673,"NChap1_final_00030691","R_salicifolius_00011249",""
"1196",41142,"A2",30692,17812,"NChap1_final_00030692","hap1","A2",319722252,319728044,"NChap1_final_00030692","R_salicifolius_00011250",""
"1197",41147,"A2",30697,17813,"NChap1_final_00030697","hap1","A2",319757302,319757811,"NChap1_final_00030697","R_salicifolius_00011253",""
"1198",41189,"A4",30738,16953,"NChap1_final_00030738","hap1","A4",688254,692361,"NChap1_final_00030738","R_salicifolius_00014298",""
"1199",41211,"A4",30758,16954,"NChap1_final_00030758","hap1","A4",906063,908177,"NChap1_final_00030758","R_salicifolius_00014290",""
"1200",41237,"A4",30778,16955,"NChap1_final_00030778","hap1","A4",1216474,1218229,"NChap1_final_00030778","R_salicifolius_00013969",""
"1201",41247,"A4",30787,16956,"NChap1_final_00030787","hap1","A4",1277235,1278515,"NChap1_final_00030787","R_salicifolius_00013979",""
"1202",41262,"A4",30798,16957,"NChap1_final_00030798","hap1","A4",1330452,1331760,"NChap1_final_00030798","R_salicifolius_00013992",""
"1203",41305,"A4",30830,16962,"NChap1_final_00030830","hap1","A4",1624824,1628275,"NChap1_final_00030830","R_salicifolius_00014020",""
"1204",41325,"A4",30848,16959,"NChap1_final_00030848","hap1","A4",1742119,1745387,"NChap1_final_00030848","R_salicifolius_00014031",""
"1205",41342,"A4",30865,16958,"NChap1_final_00030865","hap1","A4",1862749,1865825,"NChap1_final_00030865","R_salicifolius_00014042",""
"1206",41362,"A4",30883,16965,"NChap1_final_00030883","hap1","A4",2028664,2031601,"NChap1_final_00030883","R_salicifolius_00014056",""
"1207",41363,"A4",30884,16966,"NChap1_final_00030884","hap1","A4",2031663,2032976,"NChap1_final_00030884","R_salicifolius_00014057",""
"1208",41392,"A4",30909,16960,"NChap1_final_00030909","hap1","A4",2307173,2308957,"NChap1_final_00030909","R_salicifolius_00014070",""
"1209",41400,"A4",30916,16961,"NChap1_final_00030916","hap1","A4",2370797,2373604,"NChap1_final_00030916","R_salicifolius_00014518",""
"1210",41440,"A4",30945,16963,"NChap1_final_00030945","hap1","A4",2751510,2753618,"NChap1_final_00030945","R_salicifolius_00014488",""
"1211",41515,"A4",31004,16964,"NChap1_final_00031004","hap1","A4",3511718,3514968,"NChap1_final_00031004","R_salicifolius_00014445",""
"1212",41526,"A4",31014,16967,"NChap1_final_00031014","hap1","A4",3631406,3633754,"NChap1_final_00031014","R_salicifolius_00014438",""
